ID	PRIMER	BARCODE	ERROR
SRR1383456.15360	IGHV_28		0.04166666666666663
SRR1383456.15365	IGHV_2		0.0
SRR1383456.15318	IGHV_2		0.0
SRR1383456.15351	IGHV_3		0.0
SRR1383456.15371	IGHV_4		0.5217391304347826
SRR1383456.15391	IGHV_2		0.0
SRR1383456.15369	IGHV_7		0.0
SRR1383456.15342	IGHV_36		0.04166666666666663
SRR1383456.15425	IGHV_2		0.0
SRR1383456.15383	IGHV_2		0.0
SRR1383456.15362	IGHV_2		0.0
SRR1383456.15399	IGHV_28		0.04166666666666663
SRR1383456.15419	IGHV_2		0.0
SRR1383456.15410	IGHV_44		0.0
SRR1383456.15456	IGHV_21		0.0
SRR1383456.15437	IGHV_32		0.0
SRR1383456.15450	IGHV_2		0.0
SRR1383456.15445	IGHV_14		0.0
SRR1383456.15420	IGHV_2		0.0
SRR1383456.15480	IGHV_10		0.08695652173913049
SRR1383456.15431	IGHV_2		0.0
SRR1383456.15498	IGHV_11		0.0
SRR1383456.15490	IGHV_2		0.0
SRR1383456.15476	IGHV_33		0.0
SRR1383456.15488	IGHV_2		0.0
SRR1383456.15461	IGHV_6		0.0
SRR1383456.15482	IGHV_14		0.0
SRR1383456.15510	IGHV_2		0.0
SRR1383456.15516	IGHV_32		0.0
SRR1383456.15517	IGHV_17		0.0
SRR1383456.15561	IGHV_10		0.0
SRR1383456.15551	IGHV_10		0.0
SRR1383456.15533	IGHV_9		0.6666666666666667
SRR1383456.15607	IGHV_10		0.0
SRR1383456.15782	IGHV_2		0.0
SRR1383456.15627	IGHV_2		0.0
SRR1383456.15631	IGHV_2		0.0
SRR1383456.15714	IGHV_26		0.0
SRR1383456.15875	IGHV_25		0.7307692307692308
SRR1383456.15786	IGHV_12		0.0
SRR1383456.15838	IGHV_28		0.0
SRR1383456.15664	IGHV_3		0.7307692307692308
SRR1383456.15808	IGHV_17		0.04761904761904767
SRR1383456.15915	IGHV_2		0.0
SRR1383456.15922	IGHV_3		0.0
SRR1383456.15920	IGHV_2		0.08695652173913049
SRR1383456.15984	IGHV_14		0.045454545454545414
SRR1383456.15929	IGHV_41		0.04166666666666663
SRR1383456.15985	IGHV_15		0.04166666666666663
SRR1383456.16015	IGHV_15		0.04166666666666663
SRR1383456.15816	IGHV_36		0.0
SRR1383456.16026	IGHV_4		0.0
SRR1383456.15976	IGHV_21		0.04166666666666663
SRR1383456.15999	IGHV_35		0.0
SRR1383456.16112	IGHV_7		0.0
SRR1383456.15996	IGHV_7		0.0
SRR1383456.16051	IGHV_14		0.0
SRR1383456.15903	IGHV_12		0.04166666666666663
SRR1383456.16121	IGHV_27		0.0
SRR1383456.16045	IGHV_33		0.0
SRR1383456.16011	IGHV_22		0.0
SRR1383456.16060	IGHV_37		0.0
SRR1383456.15941	IGHV_2		0.0
SRR1383456.15994	IGHV_2		0.0
SRR1383456.16046	IGHV_13		0.04166666666666663
SRR1383456.16103	IGHV_2		0.0
SRR1383456.16153	IGHV_3		0.0
SRR1383456.16018	IGHV_14		0.045454545454545414
SRR1383456.16170	IGHV_42		0.30434782608695654
SRR1383456.16139	IGHV_2		0.0
SRR1383456.16188	IGHV_10		0.17391304347826086
SRR1383456.16208	IGHV_32		0.0
SRR1383456.16144	IGHV_7		0.0
SRR1383456.16172	IGHV_14		0.0
SRR1383456.16192	IGHV_17		0.0
SRR1383456.16232	IGHV_14		0.0
SRR1383456.16145	IGHV_15		0.0
SRR1383456.16240	IGHV_44		0.0
SRR1383456.16279	IGHV_21		0.0
SRR1383456.16222	IGHV_17		0.1428571428571429
SRR1383456.16312	IGHV_7		0.0
SRR1383456.16287	IGHV_12		0.0
SRR1383456.16230	IGHV_12		0.0
SRR1383456.16304	IGHV_11		0.0
SRR1383456.16294	IGHV_40		0.04166666666666663
SRR1383456.16254	IGHV_31		0.6153846153846154
SRR1383456.16298	IGHV_27		0.13043478260869568
SRR1383456.16311	IGHV_10		0.17391304347826086
SRR1383456.16348	IGHV_27		0.13043478260869568
SRR1383456.16120	IGHV_40		0.0
SRR1383456.16350	IGHV_2		0.0
SRR1383456.16320	IGHV_2		0.0
SRR1383456.16349	IGHV_2		0.0
SRR1383456.16331	IGHV_2		0.0
SRR1383456.16356	IGHV_2		0.04347826086956519
SRR1383456.16358	IGHV_6		0.0
SRR1383456.16406	IGHV_2		0.0
SRR1383456.16389	IGHV_7		0.0
SRR1383456.16366	IGHV_14		0.0
SRR1383456.16426	IGHV_2		0.0
SRR1383456.16322	IGHV_42		0.17391304347826086
SRR1383456.16359	IGHV_27		0.04347826086956519
SRR1383456.16385	IGHV_27		0.13043478260869568
SRR1383456.16342	IGHV_44		0.0
SRR1383456.16432	IGHV_7		0.0
SRR1383456.16258	IGHV_17		0.0
SRR1383456.16424	IGHV_14		0.0
SRR1383456.16416	IGHV_33		0.0
SRR1383456.16462	IGHV_14		0.0
SRR1383456.16394	IGHV_45		0.07999999999999996
SRR1383456.16466	IGHV_21		0.04166666666666663
SRR1383456.16448	IGHV_3		0.0
SRR1383456.16493	IGHV_6		0.0
SRR1383456.16381	IGHV_14		0.0
SRR1383456.16440	IGHV_14		0.0
SRR1383456.16443	IGHV_41		0.0
SRR1383456.16503	IGHV_2		0.0
SRR1383456.16496	IGHV_2		0.0
SRR1383456.16399	IGHV_39		0.75
SRR1383456.16539	IGHV_36		0.04166666666666663
SRR1383456.16542	IGHV_27		0.13043478260869568
SRR1383456.16508	IGHV_4		0.0
SRR1383456.16558	IGHV_26		0.0
SRR1383456.16575	IGHV_22		0.04166666666666663
SRR1383456.16544	IGHV_20		0.6666666666666667
SRR1383456.16547	IGHV_10		0.0
SRR1383456.16548	IGHV_4		0.0
SRR1383456.16583	IGHV_7		0.0
SRR1383456.16587	IGHV_17		0.0
SRR1383456.16526	IGHV_2		0.0
SRR1383456.16559	IGHV_6		0.0
SRR1383456.16607	IGHV_33		0.0
SRR1383456.16577	IGHV_26		0.0
SRR1383456.16647	IGHV_14		0.0
SRR1383456.16598	IGHV_27		0.0
SRR1383456.16650	IGHV_27		0.13043478260869568
SRR1383456.16695	IGHV_10		0.0
SRR1383456.16600	IGHV_36		0.04166666666666663
SRR1383456.16639	IGHV_27		0.13043478260869568
SRR1383456.16678	IGHV_2		0.0
SRR1383456.16712	IGHV_2		0.0
SRR1383456.16625	IGHV_22		0.04166666666666663
SRR1383456.16688	IGHV_10		0.0
SRR1383456.16615	IGHV_40		0.0
SRR1383456.16732	IGHV_3		0.0
SRR1383456.16617	IGHV_22		0.0
SRR1383456.16665	IGHV_3		0.6538461538461539
SRR1383456.16703	IGHV_37		0.15000000000000002
SRR1383456.16716	IGHV_14		0.0
SRR1383456.16622	IGHV_1		0.13636363636363635
SRR1383456.16736	IGHV_16		0.0
SRR1383456.16746	IGHV_12		0.0
SRR1383456.16761	IGHV_17		0.04761904761904767
SRR1383456.16747	IGHV_2		0.0
SRR1383456.16742	IGHV_2		0.0
SRR1383456.16772	IGHV_26		0.0
SRR1383456.16734	IGHV_40		0.04166666666666663
SRR1383456.16756	IGHV_10		0.0
SRR1383456.16776	IGHV_36		0.04166666666666663
SRR1383456.16784	IGHV_2		0.0
SRR1383456.16780	IGHV_33		0.0
SRR1383456.16752	IGHV_17		0.7142857142857143
SRR1383456.16758	IGHV_2		0.0
SRR1383456.16777	IGHV_2		0.0
SRR1383456.16795	IGHV_37		0.0
SRR1383456.16814	IGHV_1		0.09090909090909094
SRR1383456.16817	IGHV_8		0.0
SRR1383456.16804	IGHV_30		0.0
SRR1383456.16770	IGHV_14		0.0
SRR1383456.16840	IGHV_13		0.04166666666666663
SRR1383456.16853	IGHV_44		0.0
SRR1383456.16837	IGHV_9		0.45833333333333337
SRR1383456.16891	IGHV_2		0.0
SRR1383456.16833	IGHV_2		0.0
SRR1383456.16870	IGHV_14		0.0
SRR1383456.16824	IGHV_32		0.0
SRR1383456.16923	IGHV_28		0.04166666666666663
SRR1383456.16826	IGHV_2		0.0
SRR1383456.16865	IGHV_3		0.0
SRR1383456.16882	IGHV_45		0.0
SRR1383456.16944	IGHV_2		0.0
SRR1383456.16947	IGHV_2		0.0
SRR1383456.16846	IGHV_26		0.0
SRR1383456.16986	IGHV_2		0.0
SRR1383456.16959	IGHV_5		0.0
SRR1383456.16869	IGHV_26		0.0
SRR1383456.16994	IGHV_35		0.23809523809523814
SRR1383456.17014	IGHV_3		0.0
SRR1383456.17008	IGHV_35		0.19047619047619047
SRR1383456.16956	IGHV_2		0.0
SRR1383456.16954	IGHV_2		0.0
SRR1383456.16946	IGHV_3		0.0
SRR1383456.17013	IGHV_3		0.0
SRR1383456.16979	IGHV_10		0.17391304347826086
SRR1383456.17023	IGHV_7		0.0
SRR1383456.17035	IGHV_13		0.0
SRR1383456.17025	IGHV_40		0.0
SRR1383456.17037	IGHV_27		0.13043478260869568
SRR1383456.17036	IGHV_32		0.0
SRR1383456.17031	IGHV_2		0.0
SRR1383456.17027	IGHV_3		0.0
SRR1383456.17059	IGHV_40		0.08333333333333337
SRR1383456.17052	IGHV_26		0.0
SRR1383456.17047	IGHV_21		0.04166666666666663
SRR1383456.17030	IGHV_3		0.0
SRR1383456.17085	IGHV_10		0.0
SRR1383456.17095	IGHV_2		0.0
SRR1383456.17053	IGHV_2		0.0
SRR1383456.17094	IGHV_17		0.0
SRR1383456.16972	IGHV_2		0.0
SRR1383456.17108	IGHV_12		0.0
SRR1383456.17118	IGHV_2		0.0
SRR1383456.17161	IGHV_1		0.09090909090909094
SRR1383456.17122	IGHV_2		0.0
SRR1383456.17138	IGHV_21		0.04166666666666663
SRR1383456.17196	IGHV_30		0.0
SRR1383456.17104	IGHV_15		0.04166666666666663
SRR1383456.17156	IGHV_3		0.0
SRR1383456.17175	IGHV_37		0.4
SRR1383456.17153	IGHV_10		0.0
SRR1383456.17121	IGHV_2		0.0
SRR1383456.17166	IGHV_36		0.04166666666666663
SRR1383456.17208	IGHV_27		0.13043478260869568
SRR1383456.17223	IGHV_8		0.04166666666666663
SRR1383456.17188	IGHV_13		0.0
SRR1383456.17263	IGHV_42		0.04347826086956519
SRR1383456.17276	IGHV_4		0.0
SRR1383456.17213	IGHV_2		0.0
SRR1383456.17147	IGHV_27		0.13043478260869568
SRR1383456.17226	IGHV_10		0.17391304347826086
SRR1383456.17277	IGHV_2		0.0
SRR1383456.17236	IGHV_45		0.040000000000000036
SRR1383456.17160	IGHV_27		0.13043478260869568
SRR1383456.17257	IGHV_21		0.04166666666666663
SRR1383456.17181	IGHV_36		0.04166666666666663
SRR1383456.17286	IGHV_37		0.0
SRR1383456.17251	IGHV_12		0.0
SRR1383456.17287	IGHV_2		0.0
SRR1383456.17305	IGHV_10		0.0
SRR1383456.17299	IGHV_26		0.0
SRR1383456.17326	IGHV_17		0.04761904761904767
SRR1383456.17297	IGHV_44		0.0
SRR1383456.17301	IGHV_2		0.0
SRR1383456.17318	IGHV_14		0.0
SRR1383456.17330	IGHV_2		0.0
SRR1383456.17320	IGHV_32		0.0
SRR1383456.17329	IGHV_27		0.13043478260869568
SRR1383456.17357	IGHV_2		0.0
SRR1383456.17353	IGHV_27		0.0
SRR1383456.17349	IGHV_14		0.0
SRR1383456.17359	IGHV_14		0.0
SRR1383456.17364	IGHV_27		0.13043478260869568
SRR1383456.17366	IGHV_1		0.0
SRR1383456.17370	IGHV_11		0.0
SRR1383456.17355	IGHV_27		0.13043478260869568
SRR1383456.17403	IGHV_13		0.0
SRR1383456.17363	IGHV_36		0.0
SRR1383456.17396	IGHV_2		0.0
SRR1383456.17358	IGHV_5		0.6086956521739131
SRR1383456.17419	IGHV_2		0.0
SRR1383456.17395	IGHV_2		0.0
SRR1383456.17428	IGHV_36		0.0
SRR1383456.17386	IGHV_17		0.0
SRR1383456.17426	IGHV_2		0.0
SRR1383456.17377	IGHV_17		0.0
SRR1383456.17441	IGHV_39		0.04166666666666663
SRR1383456.17462	IGHV_12		0.04166666666666663
SRR1383456.17515	IGHV_12		0.0
SRR1383456.17488	IGHV_1		0.13636363636363635
SRR1383456.17531	IGHV_3		0.0
SRR1383456.17527	IGHV_35		0.0
SRR1383456.17540	IGHV_10		0.0
SRR1383456.17532	IGHV_27		0.13043478260869568
SRR1383456.17506	IGHV_1		0.0
SRR1383456.17466	IGHV_44		0.0
SRR1383456.17596	IGHV_26		0.0
SRR1383456.17503	IGHV_12		0.04166666666666663
SRR1383456.17534	IGHV_45		0.6
SRR1383456.17610	IGHV_43		0.038461538461538436
SRR1383456.17543	IGHV_12		0.04166666666666663
SRR1383456.17571	IGHV_32		0.0
SRR1383456.17545	IGHV_15		0.04166666666666663
SRR1383456.17612	IGHV_40		0.04166666666666663
SRR1383456.17605	IGHV_32		0.0
SRR1383456.17655	IGHV_2		0.0
SRR1383456.17640	IGHV_10		0.0
SRR1383456.17558	IGHV_31		0.7307692307692308
SRR1383456.17583	IGHV_2		0.0
SRR1383456.17611	IGHV_12		0.0
SRR1383456.17636	IGHV_3		0.0
SRR1383456.17667	IGHV_44		0.0
SRR1383456.17702	IGHV_2		0.0
SRR1383456.17647	IGHV_26		0.0
SRR1383456.17724	IGHV_14		0.0
SRR1383456.17659	IGHV_15		0.08333333333333337
SRR1383456.17658	IGHV_1		0.045454545454545414
SRR1383456.17825	IGHV_22		0.04166666666666663
SRR1383456.17738	IGHV_3		0.0
SRR1383456.17704	IGHV_27		0.13043478260869568
SRR1383456.17756	IGHV_26		0.0
SRR1383456.17748	IGHV_33		0.0
SRR1383456.17752	IGHV_2		0.0
SRR1383456.17785	IGHV_21		0.04166666666666663
SRR1383456.17806	IGHV_8		0.0
SRR1383456.17910	IGHV_14		0.0
SRR1383456.17864	IGHV_17		0.7619047619047619
SRR1383456.17874	IGHV_10		0.0
SRR1383456.17931	IGHV_10		0.0
SRR1383456.17863	IGHV_7		0.0
SRR1383456.18049	IGHV_9		0.0
SRR1383456.18092	IGHV_14		0.0
SRR1383456.18174	IGHV_4		0.0
SRR1383456.17741	IGHV_14		0.0
SRR1383456.18122	IGHV_2		0.0
SRR1383456.18172	IGHV_38		0.0
SRR1383456.18102	IGHV_3		0.0
SRR1383456.17811	IGHV_11		0.0
SRR1383456.18119	IGHV_17		0.5714285714285714
SRR1383456.18181	IGHV_3		0.0
SRR1383456.17847	IGHV_26		0.0
SRR1383456.18229	IGHV_2		0.08695652173913049
SRR1383456.18224	IGHV_17		0.0
SRR1383456.18066	IGHV_25		0.11538461538461542
SRR1383456.18237	IGHV_14		0.0
SRR1383456.18249	IGHV_14		0.0
SRR1383456.18291	IGHV_2		0.0
SRR1383456.18246	IGHV_33		0.0
SRR1383456.18277	IGHV_12		0.0
SRR1383456.18250	IGHV_44		0.0
SRR1383456.18183	IGHV_40		0.0
SRR1383456.18288	IGHV_17		0.0
SRR1383456.18263	IGHV_33		0.0
SRR1383456.18304	IGHV_1		0.09090909090909094
SRR1383456.18207	IGHV_44		0.0
SRR1383456.18334	IGHV_9		0.45833333333333337
SRR1383456.18318	IGHV_27		0.13043478260869568
SRR1383456.18254	IGHV_11		0.0
SRR1383456.18348	IGHV_3		0.0
SRR1383456.18360	IGHV_13		0.04166666666666663
SRR1383456.18390	IGHV_44		0.0
SRR1383456.18424	IGHV_15		0.0
SRR1383456.18419	IGHV_21		0.04166666666666663
SRR1383456.18247	IGHV_40		0.04166666666666663
SRR1383456.18394	IGHV_27		0.13043478260869568
SRR1383456.18436	IGHV_3		0.0
SRR1383456.18438	IGHV_2		0.0
SRR1383456.18338	IGHV_17		0.04761904761904767
SRR1383456.18416	IGHV_2		0.0
SRR1383456.18445	IGHV_37		0.0
SRR1383456.18446	IGHV_2		0.0
SRR1383456.18347	IGHV_32		0.6086956521739131
SRR1383456.18401	IGHV_7		0.0
SRR1383456.18449	IGHV_45		0.56
SRR1383456.18476	IGHV_2		0.0
SRR1383456.18462	IGHV_3		0.0
SRR1383456.18523	IGHV_2		0.0
SRR1383456.18485	IGHV_5		0.0
SRR1383456.18521	IGHV_13		0.0
SRR1383456.18555	IGHV_15		0.04166666666666663
SRR1383456.18547	IGHV_2		0.0
SRR1383456.18510	IGHV_15		0.04166666666666663
SRR1383456.18486	IGHV_2		0.0
SRR1383456.18586	IGHV_45		0.0
SRR1383456.18460	IGHV_7		0.0
SRR1383456.18527	IGHV_2		0.0
SRR1383456.18572	IGHV_33		0.04347826086956519
SRR1383456.18569	IGHV_44		0.0
SRR1383456.18561	IGHV_14		0.0
SRR1383456.18604	IGHV_10		0.0
SRR1383456.18562	IGHV_6		0.04347826086956519
SRR1383456.18487	IGHV_2		0.0
SRR1383456.18551	IGHV_7		0.0
SRR1383456.18558	IGHV_4		0.0
SRR1383456.18575	IGHV_7		0.0
SRR1383456.18583	IGHV_7		0.0
SRR1383456.18605	IGHV_26		0.0
SRR1383456.18573	IGHV_7		0.0
SRR1383456.18619	IGHV_2		0.0
SRR1383456.18638	IGHV_3		0.0
SRR1383456.18690	IGHV_8		0.0
SRR1383456.18615	IGHV_2		0.0
SRR1383456.18646	IGHV_33		0.0
SRR1383456.18652	IGHV_10		0.0
SRR1383456.18701	IGHV_13		0.0
SRR1383456.18629	IGHV_2		0.0
SRR1383456.18675	IGHV_10		0.0
SRR1383456.18696	IGHV_40		0.0
SRR1383456.18692	IGHV_2		0.0
SRR1383456.18700	IGHV_9		0.625
SRR1383456.18704	IGHV_17		0.0
SRR1383456.18673	IGHV_21		0.0
SRR1383456.18731	IGHV_1		0.18181818181818177
SRR1383456.18729	IGHV_30		0.0
SRR1383456.18737	IGHV_7		0.0
SRR1383456.18760	IGHV_10		0.0
SRR1383456.18733	IGHV_36		0.0
SRR1383456.18724	IGHV_2		0.0
SRR1383456.18747	IGHV_2		0.0
SRR1383456.18717	IGHV_44		0.0
SRR1383456.18754	IGHV_42		0.04347826086956519
SRR1383456.18788	IGHV_2		0.04347826086956519
SRR1383456.18830	IGHV_36		0.04166666666666663
SRR1383456.18778	IGHV_37		0.09999999999999998
SRR1383456.18766	IGHV_4		0.0
SRR1383456.18839	IGHV_44		0.0
SRR1383456.18793	IGHV_6		0.0
SRR1383456.18846	IGHV_36		0.04166666666666663
SRR1383456.18860	IGHV_45		0.0
SRR1383456.18805	IGHV_2		0.0
SRR1383456.18743	IGHV_3		0.0
SRR1383456.18862	IGHV_2		0.04347826086956519
SRR1383456.18819	IGHV_14		0.0
SRR1383456.18893	IGHV_27		0.13043478260869568
SRR1383456.18755	IGHV_2		0.0
SRR1383456.18876	IGHV_2		0.0
SRR1383456.18900	IGHV_37		0.25
SRR1383456.18878	IGHV_2		0.0
SRR1383456.18869	IGHV_28		0.0
SRR1383456.18879	IGHV_12		0.0
SRR1383456.18942	IGHV_14		0.0
SRR1383456.18899	IGHV_44		0.0
SRR1383456.18905	IGHV_22		0.0
SRR1383456.18917	IGHV_17		0.0
SRR1383456.18924	IGHV_3		0.0
SRR1383456.18841	IGHV_37		0.050000000000000044
SRR1383456.18927	IGHV_16		0.0
SRR1383456.18956	IGHV_21		0.04166666666666663
SRR1383456.18955	IGHV_10		0.17391304347826086
SRR1383456.18954	IGHV_2		0.0
SRR1383456.19018	IGHV_27		0.17391304347826086
SRR1383456.19029	IGHV_1		0.0
SRR1383456.18991	IGHV_4		0.0
SRR1383456.19057	IGHV_27		0.13043478260869568
SRR1383456.18999	IGHV_14		0.0
SRR1383456.19033	IGHV_32		0.0
SRR1383456.19038	IGHV_15		0.0
SRR1383456.19085	IGHV_21		0.04166666666666663
SRR1383456.19031	IGHV_2		0.0
SRR1383456.19061	IGHV_2		0.0
SRR1383456.19049	IGHV_9		0.0
SRR1383456.19064	IGHV_7		0.0
SRR1383456.19066	IGHV_2		0.04347826086956519
SRR1383456.19123	IGHV_33		0.0
SRR1383456.19118	IGHV_14		0.0
SRR1383456.19139	IGHV_26		0.0
SRR1383456.19158	IGHV_36		0.0
SRR1383456.19091	IGHV_21		0.0
SRR1383456.19100	IGHV_22		0.04166666666666663
SRR1383456.19125	IGHV_32		0.0
SRR1383456.19144	IGHV_2		0.0
SRR1383456.19098	IGHV_14		0.0
SRR1383456.19181	IGHV_14		0.0
SRR1383456.19096	IGHV_7		0.0
SRR1383456.19178	IGHV_2		0.0
SRR1383456.19090	IGHV_27		0.17391304347826086
SRR1383456.19184	IGHV_2		0.0
SRR1383456.19137	IGHV_3		0.0
SRR1383456.19202	IGHV_2		0.04347826086956519
SRR1383456.19191	IGHV_44		0.0
SRR1383456.19260	IGHV_21		0.04166666666666663
SRR1383456.19323	IGHV_7		0.0
SRR1383456.19304	IGHV_13		0.0
SRR1383456.19200	IGHV_36		0.0
SRR1383456.19385	IGHV_2		0.0
SRR1383456.19408	IGHV_27		0.13043478260869568
SRR1383456.19219	IGHV_4		0.0
SRR1383456.19332	IGHV_2		0.0
SRR1383456.19216	IGHV_1		0.0
SRR1383456.19277	IGHV_17		0.0
SRR1383456.19359	IGHV_22		0.04166666666666663
SRR1383456.19349	IGHV_3		0.0
SRR1383456.19430	IGHV_3		0.0
SRR1383456.19268	IGHV_11		0.0
SRR1383456.19443	IGHV_2		0.0
SRR1383456.19211	IGHV_32		0.0
SRR1383456.19365	IGHV_16		0.04166666666666663
SRR1383456.19429	IGHV_1		0.13636363636363635
SRR1383456.19420	IGHV_44		0.0
SRR1383456.19421	IGHV_13		0.0
SRR1383456.19463	IGHV_3		0.0
SRR1383456.19468	IGHV_28		0.08333333333333337
SRR1383456.19432	IGHV_37		0.050000000000000044
SRR1383456.19425	IGHV_32		0.0
SRR1383456.19316	IGHV_40		0.04166666666666663
SRR1383456.19489	IGHV_10		0.17391304347826086
SRR1383456.19491	IGHV_2		0.0
SRR1383456.19466	IGHV_2		0.0
SRR1383456.19464	IGHV_7		0.6538461538461539
SRR1383456.19530	IGHV_17		0.0
SRR1383456.19541	IGHV_14		0.0
SRR1383456.19476	IGHV_14		0.0
SRR1383456.19516	IGHV_4		0.0
SRR1383456.19599	IGHV_13		0.16666666666666663
SRR1383456.19518	IGHV_2		0.0
SRR1383456.19598	IGHV_27		0.13043478260869568
SRR1383456.19505	IGHV_17		0.7619047619047619
SRR1383456.19622	IGHV_27		0.13043478260869568
SRR1383456.19572	IGHV_2		0.0
SRR1383456.19591	IGHV_2		0.0
SRR1383456.19626	IGHV_35		0.04761904761904767
SRR1383456.19644	IGHV_14		0.0
SRR1383456.19540	IGHV_30		0.0
SRR1383456.19630	IGHV_4		0.0
SRR1383456.19683	IGHV_35		0.04761904761904767
SRR1383456.19677	IGHV_1		0.2272727272727273
SRR1383456.19642	IGHV_14		0.0
SRR1383456.19702	IGHV_1		0.045454545454545414
SRR1383456.19566	IGHV_20		0.7083333333333333
SRR1383456.19695	IGHV_2		0.0
SRR1383456.19703	IGHV_17		0.0
SRR1383456.19728	IGHV_2		0.0
SRR1383456.19658	IGHV_28		0.04166666666666663
SRR1383456.19734	IGHV_30		0.0
SRR1383456.19603	IGHV_44		0.0
SRR1383456.19692	IGHV_2		0.0
SRR1383456.19654	IGHV_27		0.13043478260869568
SRR1383456.19665	IGHV_26		0.045454545454545414
SRR1383456.19720	IGHV_3		0.0
SRR1383456.19745	IGHV_38		0.0
SRR1383456.19704	IGHV_2		0.0
SRR1383456.19791	IGHV_3		0.0
SRR1383456.19830	IGHV_33		0.0
SRR1383456.19843	IGHV_4		0.0
SRR1383456.19715	IGHV_44		0.0
SRR1383456.19842	IGHV_32		0.0
SRR1383456.19823	IGHV_32		0.0
SRR1383456.19797	IGHV_21		0.0
SRR1383456.19761	IGHV_2		0.04347826086956519
SRR1383456.19859	IGHV_10		0.17391304347826086
SRR1383456.19760	IGHV_2		0.0
SRR1383456.19828	IGHV_14		0.0
SRR1383456.19862	IGHV_11		0.0
SRR1383456.19869	IGHV_2		0.0
SRR1383456.19786	IGHV_2		0.0
SRR1383456.19913	IGHV_21		0.0
SRR1383456.19939	IGHV_11		0.0
SRR1383456.19910	IGHV_4		0.0
SRR1383456.19893	IGHV_15		0.04166666666666663
SRR1383456.20040	IGHV_22		0.04166666666666663
SRR1383456.20048	IGHV_14		0.0
SRR1383456.19988	IGHV_11		0.04347826086956519
SRR1383456.19883	IGHV_17		0.0
SRR1383456.19969	IGHV_21		0.04166666666666663
SRR1383456.19945	IGHV_3		0.0
SRR1383456.20059	IGHV_37		0.15000000000000002
SRR1383456.20169	IGHV_21		0.04166666666666663
SRR1383456.20017	IGHV_10		0.21739130434782605
SRR1383456.20144	IGHV_10		0.0
SRR1383456.20226	IGHV_15		0.04166666666666663
SRR1383456.20103	IGHV_37		0.0
SRR1383456.20126	IGHV_44		0.0
SRR1383456.20292	IGHV_33		0.0
SRR1383456.20062	IGHV_2		0.0
SRR1383456.20277	IGHV_2		0.0
SRR1383456.20222	IGHV_27		0.0
SRR1383456.20035	IGHV_44		0.0
SRR1383456.20281	IGHV_2		0.0
SRR1383456.20199	IGHV_14		0.0
SRR1383456.20294	IGHV_3		0.0
SRR1383456.20372	IGHV_3		0.0
SRR1383456.20490	IGHV_37		0.0
SRR1383456.20334	IGHV_26		0.0
SRR1383456.20427	IGHV_40		0.04166666666666663
SRR1383456.20384	IGHV_17		0.04761904761904767
SRR1383456.20326	IGHV_4		0.0
SRR1383456.20420	IGHV_4		0.0
SRR1383456.20361	IGHV_2		0.0
SRR1383456.20438	IGHV_11		0.0
SRR1383456.20423	IGHV_21		0.04166666666666663
SRR1383456.20535	IGHV_7		0.0
SRR1383456.20391	IGHV_3		0.0
SRR1383456.20472	IGHV_22		0.04166666666666663
SRR1383456.20524	IGHV_7		0.0
SRR1383456.20552	IGHV_10		0.0
SRR1383456.20529	IGHV_40		0.0
SRR1383456.20561	IGHV_27		0.13043478260869568
SRR1383456.20494	IGHV_10		0.0
SRR1383456.20544	IGHV_31		0.7307692307692308
SRR1383456.20612	IGHV_28		0.04166666666666663
SRR1383456.20515	IGHV_21		0.0
SRR1383456.20590	IGHV_33		0.0
SRR1383456.20622	IGHV_33		0.0
SRR1383456.20387	IGHV_3		0.0
SRR1383456.20553	IGHV_32		0.0
SRR1383456.20620	IGHV_31		0.6923076923076923
SRR1383456.20575	IGHV_43		0.6538461538461539
SRR1383456.20685	IGHV_28		0.0
SRR1383456.20655	IGHV_4		0.0
SRR1383456.20704	IGHV_2		0.0
SRR1383456.20678	IGHV_2		0.04347826086956519
SRR1383456.20725	IGHV_22		0.04166666666666663
SRR1383456.20715	IGHV_33		0.0
SRR1383456.20719	IGHV_37		0.09999999999999998
SRR1383456.20697	IGHV_40		0.04166666666666663
SRR1383456.20643	IGHV_27		0.13043478260869568
SRR1383456.20556	IGHV_8		0.0
SRR1383456.20786	IGHV_2		0.0
SRR1383456.20742	IGHV_6		0.0
SRR1383456.20801	IGHV_2		0.0
SRR1383456.20754	IGHV_27		0.17391304347826086
SRR1383456.20827	IGHV_2		0.0
SRR1383456.20800	IGHV_14		0.0
SRR1383456.20873	IGHV_22		0.0
SRR1383456.20877	IGHV_2		0.0
SRR1383456.20806	IGHV_14		0.045454545454545414
SRR1383456.20729	IGHV_2		0.0
SRR1383456.20908	IGHV_14		0.0
SRR1383456.20830	IGHV_37		0.0
SRR1383456.20935	IGHV_21		0.04166666666666663
SRR1383456.20890	IGHV_2		0.0
SRR1383456.20981	IGHV_32		0.0
SRR1383456.20909	IGHV_25		0.11538461538461542
SRR1383456.20915	IGHV_8		0.0
SRR1383456.20879	IGHV_27		0.13043478260869568
SRR1383456.20980	IGHV_2		0.04347826086956519
SRR1383456.20942	IGHV_2		0.0
SRR1383456.20953	IGHV_2		0.08695652173913049
SRR1383456.20816	IGHV_14		0.0
SRR1383456.20966	IGHV_43		0.0
SRR1383456.20970	IGHV_2		0.0
SRR1383456.20934	IGHV_2		0.0
SRR1383456.20975	IGHV_37		0.0
SRR1383456.20955	IGHV_26		0.0
